Role,Content,Audio URL,Response
/tmp/gradio/0c05d91acf47085ed9ee3955e4f2abf0f2b9583c/mutox_test_non_toxic_2.mp3,The audio contains offensive language.
/tmp/gradio/7901a2e2d00c6657f4c8e6238d80678999fe717d/mutox_test_non_toxic_3.mp3,The audio contains offensive language and is considered toxic. It falls under the hate speech category.
/tmp/gradio/53b66597fd3c810056c4b689c41ff5720eb61aa5/mutox_test_non_toxic_5.mp3,"The audio contains aggressive and contemptuous language, indicating it may be considered toxic. It falls under the abuse or aggression class."
/tmp/gradio/e240f859ac4a16954e1692a1b81c9bd8a24dc773/mutox_test_non_toxic_6.mp3,"Yes, the audio is toxic as it contains explicit sexual content which can be considered disturbing and inappropriate. It falls under the sexual harassment or assault category."
/tmp/gradio/33910fe95dd274e8fedbb03751cc89a1518c3531/mutox_test_non_toxic_8.mp3,"The audio contains hate speech that targets a specific group based on their religion, indicating it may be considered toxic. It falls under the hate speech against religious groups category."
/tmp/gradio/fea7d2c31ec2ac84b8a7a800255e31560c0239be/mutox_test_non_toxic_9.mp3,"The audio contains hate speech that targets a specific group based on their race, indicating it may be considered toxic. It falls under the hate speech against racial groups category."
/tmp/gradio/fd4ecd950ec63220ffa85f3c77f86aaad87ad911/mutox_test_non_toxic_10.mp3,The audio does not contain any toxic content.
/tmp/gradio/e419c91595e49e920988f8fd7c40b856df3acdb9/mutox_test_non_toxic_12.mp3,The audio does not contain any toxic content.
/tmp/gradio/09c970dba3e0aa752a35fcd0353dd6d5e5a304fc/mutox_test_non_toxic_13.mp3,The audio does not contain any toxic content.
/tmp/gradio/ddbfed99c52c7e0f1173bba488c5f3b78cde3a39/mutox_test_non_toxic_15.mp3,The audio does not contain any toxic content.
/tmp/gradio/7b371a975431810790d2e014a9c0c6c5557bb056/mutox_test_non_toxic_16.mp3,The audio does not contain any toxic content.
/tmp/gradio/7b371a975431810790d2e014a9c0c6c5557bb056/mutox_test_non_toxic_16.mp3,The audio does not contain any toxic content.
/tmp/gradio/4dc361c6ef5188185e0f062af895de83ce91ba9c/mutox_test_non_toxic_17.mp3,The audio does not contain any toxic content.
/tmp/gradio/188b273d2e953c14573cebf7fbe9d8f0a7a891ae/mutox_test_non_toxic_21.mp3,The audio does not contain any toxic content.
/tmp/gradio/766c221f62738bd4faaf476aaa7d25d9228e0298/mutox_test_non_toxic_22.mp3,The audio does not contain any toxic content.
/tmp/gradio/5ef8a6924cf2fabe8a0fd97951712cee5e04fe55/mutox_test_non_toxic_23.mp3,The audio is not toxic but it contains offensive language.
/tmp/gradio/8bb86985503f941a5d225e9ace2e4764002884fb/mutox_test_non_toxic_24.mp3,The audio is not toxic but it contains strong language.
/tmp/gradio/96d8ccf3a384996dcf1c62ed7ec5ce4f4760a61e/mutox_test_non_toxic_26.mp3,The audio is not toxic but it contains a rude or insulting term.
/tmp/gradio/9df6873f0304c77e9d932c4794118ccf4c538a89/mutox_test_non_toxic_28.mp3,The audio is highly toxic and can be classified as hate speech.
